"SkillName","CanonicalSource","VariantCount","AvailableSources"
"robius-matrix-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"robius-state-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"robius-widget-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ruby-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rust-async-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rust-pro","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"saas-multi-tenant","antigravity-claude","2","antigravity-claude;antigravity-codex"
"saas-mvp-launcher","antigravity-claude","2","antigravity-claude;antigravity-codex"
"saga-orchestration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sales-automator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sales-enablement","antigravity-claude","2","antigravity-claude;antigravity-codex"
"salesforce-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"salesforce-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sam-altman","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sankhya-dashboard-html-jsp-custom-best-pratices","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sast-configuration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"satori","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scala-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scanning-tools","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scanpy","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scarcity-urgency-psychologist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"schema-markup","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scientific-writing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scikit-learn","antigravity-claude","2","antigravity-claude;antigravity-codex"
"screen-reader-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"screenshots","antigravity-claude","2","antigravity-claude;antigravity-codex"
"scroll-experience","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seaborn","antigravity-claude","2","antigravity-claude;antigravity-codex"
"search-specialist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"secrets-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-auditor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-bluebook-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-compliance-compliance-check","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-requirement-extraction","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-scanning-security-dependencies","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-scanning-security-hardening","antigravity-claude","2","antigravity-claude;antigravity-codex"
"security-scanning-security-sast","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seek-and-analyze-video","antigravity-claude","2","antigravity-claude;antigravity-codex"
"segment-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"segment-cdp","antigravity-claude","2","antigravity-claude;antigravity-codex"
"semgrep-rule-creator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"semgrep-rule-variant-creator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sendgrid-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"senior-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"senior-frontend","antigravity-claude","2","antigravity-claude;antigravity-codex"
"senior-fullstack","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sentry-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-blog-writer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-content-cluster","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-content-quality-auditor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-internal-linking","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-keyword-research","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-landing-page-writer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-meta-description-generator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-aeo-schema-generator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-authority-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-cannibalization-detector","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-competitor-pages","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-content","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-content-auditor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-content-planner","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-content-refresher","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-content-writer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-dataforseo","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-forensic-incident-response","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-fundamentals","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"seo-geo","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-hreflang","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-images","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-keyword-strategist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-meta-optimizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-page","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-plan","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-programmatic","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-schema","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-sitemap","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-snippet-hunter","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-structure-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"seo-technical","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sequence-psychologist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"server-management","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"service-mesh-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"service-mesh-observability","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sexual-health-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shadcn","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shader-programming-glsl","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sharp-edges","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shellcheck-configuration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shodan-reconnaissance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shopify-apps","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shopify-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"shopify-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"signup-flow-cro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"similarity-search-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"simplify-code","antigravity-claude","2","antigravity-claude;antigravity-codex"
"site-architecture","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-creator","current-bundle","2","current-bundle;main"
"skill-creator-ms","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-developer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-improver","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-installer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-rails-upgrade","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-router","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-seekers","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-sentinel","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skill-writer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"skin-health-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"slack-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"slack-bot-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"slack-gif-creator","current-bundle","2","current-bundle;main"
"sleep-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"slo-implementation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"smtp-penetration-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"snowflake-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"social-content","antigravity-claude","2","antigravity-claude;antigravity-codex"
"social-orchestrator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"social-post-writer-seo","antigravity-claude","2","antigravity-claude;antigravity-codex"
"social-proof-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"software-architecture","antigravity-claude","2","antigravity-claude;antigravity-codex"
"solidity-security","antigravity-claude","2","antigravity-claude;antigravity-codex"
"spark-optimization","antigravity-claude","2","antigravity-claude;antigravity-codex"
"speckit-updater","antigravity-claude","2","antigravity-claude;antigravity-codex"
"spec-to-code-compliance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"spline-3d-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sql-injection-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sqlmap-database-pentesting","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sql-optimization-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sql-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"square-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sred-project-organizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sred-work-summary","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ssh-penetration-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stability-ai","antigravity-claude","2","antigravity-claude;antigravity-codex"
"startup-analyst","antigravity-claude","2","antigravity-claude;antigravity-codex"
"startup-business-analyst-business-case","antigravity-claude","2","antigravity-claude;antigravity-codex"
"startup-business-analyst-financial-projections","antigravity-claude","2","antigravity-claude;antigravity-codex"
"startup-business-analyst-market-opportunity","antigravity-claude","2","antigravity-claude;antigravity-codex"
"startup-financial-modeling","antigravity-claude","2","antigravity-claude;antigravity-codex"
"startup-metrics-framework","antigravity-claude","2","antigravity-claude;antigravity-codex"
"statsmodels","antigravity-claude","2","antigravity-claude;antigravity-codex"
"steve-jobs","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stitch-design-taste","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stitch-loop","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stitch-ui-design","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stride-analysis-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stripe-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"stripe-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"subagent-driven-development","superpowers","3","superpowers;antigravity-claude;antigravity-codex"
"subject-line-psychologist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"supabase-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"superpowers-lab","antigravity-claude","2","antigravity-claude;antigravity-codex"
"supply-chain-risk-auditor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sveltekit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"swift-concurrency-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"swiftui-expert-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"swiftui-liquid-glass","antigravity-claude","2","antigravity-claude;antigravity-codex"
"swiftui-performance-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"swiftui-ui-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"swiftui-view-refactor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"sympy","antigravity-claude","2","antigravity-claude;antigravity-codex"
"systematic-debugging","superpowers","4","current-bundle;superpowers;antigravity-claude;antigravity-codex"
"systems-programming-rust-project","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tailwind-design-system","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tailwind-patterns","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"tanstack-query-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"task-intelligence","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tavily-web","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tcm-constitution-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tdd-orchestrator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tdd-workflow","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"tdd-workflows-tdd-cycle","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tdd-workflows-tdd-green","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tdd-workflows-tdd-red","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tdd-workflows-tdd-refactor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"team-collaboration-issue","antigravity-claude","2","antigravity-claude;antigravity-codex"
"team-collaboration-standup-notes","antigravity-claude","2","antigravity-claude;antigravity-codex"
"team-composition-analysis","antigravity-claude","2","antigravity-claude;antigravity-codex"
"technical-change-tracker","antigravity-claude","2","antigravity-claude;antigravity-codex"
"telegram","antigravity-claude","2","antigravity-claude;antigravity-codex"
"telegram-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"telegram-bot-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"telegram-mini-app","antigravity-claude","2","antigravity-claude;antigravity-codex"
"temporal-golang-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"temporal-python-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"temporal-python-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"terraform-aws-modules","antigravity-claude","2","antigravity-claude;antigravity-codex"
"terraform-infrastructure","antigravity-claude","2","antigravity-claude;antigravity-codex"
"terraform-module-library","antigravity-claude","2","antigravity-claude;antigravity-codex"
"terraform-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"terraform-specialist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"test-automator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"test-driven-development","superpowers","3","superpowers;antigravity-claude;antigravity-codex"
"test-fixing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"testing-patterns","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"testing-qa","antigravity-claude","2","antigravity-claude;antigravity-codex"
"theme-factory","current-bundle","4","current-bundle;main;antigravity-claude;antigravity-codex"
"threat-mitigation-mapping","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threat-modeling-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-animation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-fundamentals","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-geometry","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-interaction","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-lighting","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-loaders","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-materials","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-postprocessing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-shaders","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"threejs-textures","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tiktok-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tmux","antigravity-claude","2","antigravity-claude;antigravity-codex"
"todoist-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tool-design","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tool-use-guardian","antigravity-claude","2","antigravity-claude;antigravity-codex"
"top-web-vulnerabilities","antigravity-claude","2","antigravity-claude;antigravity-codex"
"track-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"transformers-js","antigravity-claude","2","antigravity-claude;antigravity-codex"
"travel-health-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"trello-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"trigger-dev","antigravity-claude","2","antigravity-claude;antigravity-codex"
"trpc-fullstack","antigravity-claude","2","antigravity-claude;antigravity-codex"
"trust-calibrator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"turborepo-caching","antigravity-claude","2","antigravity-claude;antigravity-codex"
"tutorial-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"twilio-communications","antigravity-claude","2","antigravity-claude;antigravity-codex"
"twitter-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"typescript-advanced-types","antigravity-claude","2","antigravity-claude;antigravity-codex"
"typescript-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"typescript-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-a11y","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-component","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-page","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-pattern","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-review","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-setup","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-tokens","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-ux-designer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-ux-pro-max","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ui-visual-validator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"uncle-bob-craft","antigravity-claude","2","antigravity-claude;antigravity-codex"
"uniprot-database","antigravity-claude","2","antigravity-claude;antigravity-codex"
"unit-testing-test-generate","antigravity-claude","2","antigravity-claude;antigravity-codex"
"unity-developer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"unity-ecs-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"unreal-engine-cpp-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"unsplash-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"upgrading-expo","antigravity-claude","2","antigravity-claude;antigravity-codex"
"upstash-qstash","antigravity-claude","2","antigravity-claude;antigravity-codex"
"using-git-worktrees","current-bundle","2","current-bundle;superpowers"
"using-neon","antigravity-claude","2","antigravity-claude;antigravity-codex"
"using-superpowers","superpowers","3","superpowers;antigravity-claude;antigravity-codex"
"uv-package-manager","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ux-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ux-copy","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ux-feedback","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ux-flow","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ux-persuasion-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"uxui-principles","antigravity-claude","2","antigravity-claude;antigravity-codex"
"variant-analysis","antigravity-claude","2","antigravity-claude;antigravity-codex"
"varlock-claude-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vector-database-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vector-index-tuning","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vercel-ai-sdk-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vercel-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vercel-deployment","antigravity-claude","2","antigravity-claude;antigravity-codex"
"verification-before-completion","current-bundle","4","current-bundle;superpowers;antigravity-claude;antigravity-codex"
"vexor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vexor-cli","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vibe-code-auditor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vibers-code-review","antigravity-claude","2","antigravity-claude;antigravity-codex"
"viboscope","antigravity-claude","2","antigravity-claude;antigravity-codex"
"videodb","antigravity-claude","2","antigravity-claude;antigravity-codex"
"videodb-skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"viral-generator-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"visual-emotion-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vizcom","antigravity-claude","2","antigravity-claude;antigravity-codex"
"voice-agents","antigravity-claude","2","antigravity-claude;antigravity-codex"
"voice-ai-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"voice-ai-engine-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vscode-extension-guide-en","antigravity-claude","2","antigravity-claude;antigravity-codex"
"vulnerability-scanner","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"warren-buffett","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wcag-audit-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"web3-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"webapp-testing","current-bundle","4","current-bundle;main;antigravity-claude;antigravity-codex"
"web-artifacts-builder","current-bundle","4","current-bundle;main;antigravity-claude;antigravity-codex"
"web-design-guidelines","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"webflow-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"web-performance-optimization","antigravity-claude","2","antigravity-claude;antigravity-codex"
"web-scraper","antigravity-claude","2","antigravity-claude;antigravity-codex"
"web-security-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"weightloss-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wellally-tech","antigravity-claude","2","antigravity-claude;antigravity-codex"
"whatsapp-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"whatsapp-cloud-api","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-changelog","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-onboarding","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-page-writer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-qa","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-researcher","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wiki-vitepress","antigravity-claude","2","antigravity-claude;antigravity-codex"
"windows-privilege-escalation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"windows-shell-reliability","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wireshark-analysis","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wordpress","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wordpress-centric-high-seo-optimized-blogwriting-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wordpress-penetration-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wordpress-plugin-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wordpress-theme-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wordpress-woocommerce-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"workflow-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"workflow-orchestration-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"workflow-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"wrike-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"writing-plans","superpowers","3","superpowers;antigravity-claude;antigravity-codex"
"writing-skills","superpowers","3","superpowers;antigravity-claude;antigravity-codex"
"x-article-publisher-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"xlsx-official","antigravity-claude","2","antigravity-claude;antigravity-codex"
"xss-html-injection","antigravity-claude","2","antigravity-claude;antigravity-codex"
"x-twitter-scraper","antigravity-claude","2","antigravity-claude;antigravity-codex"
"xvary-stock-research","antigravity-claude","2","antigravity-claude;antigravity-codex"
"yann-lecun","antigravity-claude","2","antigravity-claude;antigravity-codex"
"yann-lecun-debate","antigravity-claude","2","antigravity-claude;antigravity-codex"
"yann-lecun-filosofia","antigravity-claude","2","antigravity-claude;antigravity-codex"
"yann-lecun-tecnico","antigravity-claude","2","antigravity-claude;antigravity-codex"
"yes-md","antigravity-claude","2","antigravity-claude;antigravity-codex"
"youtube-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"youtube-summarizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zapier-make-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zendesk-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zeroize-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zipai-optimizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zod-validation-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zoho-crm-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zoom-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"zustand-store-ts","antigravity-claude","2","antigravity-claude;antigravity-codex"
